date,protocol,tvl
2023-12-01,rsk-bridge,2654680.65874
2023-12-02,beefy,170153033.3927
2023-12-02,balmy,1344312.56325
2023-12-02,exactly,6324534.41651
2023-12-02,contango,477122.34923
2023-12-02,mountain-protocol,15246316.06113
2023-12-02,rsk-bridge,2657093.11528
2023-12-03,beefy,172845455.24889
2023-12-03,balmy,1380385.02768
2023-12-03,exactly,6446315.02764
2023-12-03,contango,488675.79307
2023-12-03,mountain-protocol,15245304.0104
2023-12-03,rsk-bridge,2657593.64651
2023-12-04,beefy,175793194.23941
2023-12-04,balmy,1439816.41242
2023-12-04,exactly,6504690.07652
2023-12-04,contango,492992.67875
2023-12-04,mountain-protocol,15265641.69243
2023-12-04,rsk-bridge,2661067.058
2023-12-05,beefy,176328595.1627
2023-12-05,balmy,1436700.18854
2023-12-05,exactly,6551486.57723
2023-12-05,contango,500366.20623
2023-12-05,mountain-protocol,15245204.89576
2023-12-05,rsk-bridge,2679027.17104
2023-12-06,beefy,180738176.61453
2023-12-06,balmy,1488763.21948
2023-12-06,exactly,6649050.53063
2023-12-06,contango,507175.96414
2023-12-06,mountain-protocol,15493174.78638
2023-12-06,rsk-bridge,2699179.81428
2023-12-07,beefy,179299081.08031
2023-12-07,balmy,1517742.53265
2023-12-07,exactly,6552546.92477
2023-12-07,contango,500374.08999
2023-12-07,mountain-protocol,15513483.59579
2023-12-07,rsk-bridge,2708199.58743
2023-12-08,beefy,180572691.26529
2023-12-08,balmy,1572647.59587
2023-12-08,exactly,6989418.92432
2023-12-08,contango,519699.41831
2023-12-08,mountain-protocol,15497914.64916
2023-12-08,rsk-bridge,2905603.94516
2023-12-09,beefy,183083255.07692
2023-12-09,balmy,1579472.12267
2023-12-09,exactly,6920172.31402
2023-12-09,contango,519650.91712
2023-12-09,mountain-protocol,15502121.70296
2023-12-09,rsk-bridge,2905837.91039
2023-12-10,beefy,182008278.44863
2023-12-10,balmy,1528075.79328
2023-12-10,exactly,6893706.7496
2023-12-10,contango,514458.16246
2023-12-10,mountain-protocol,16058008.18758
2023-12-10,rsk-bridge,2905917.33802
2023-12-11,beefy,184410171.70777
2023-12-11,balmy,1528075.79328
2023-12-11,exactly,6895811.86631
2023-12-11,contango,514864.72092
2023-12-11,mountain-protocol,16060150.10576
2023-12-11,rsk-bridge,2906175.74913
2023-12-12,beefy,177361597.94674
2023-12-12,balmy,1528075.79328
2023-12-12,exactly,6621505.56753
2023-12-12,contango,491678.12548
2023-12-12,mountain-protocol,16046245.77816
2023-12-12,rsk-bridge,2894225.28434
2023-12-13,beefy,176908875.04395
2023-12-13,balmy,1528075.79328
2023-12-13,exactly,6627399.30653
2023-12-13,contango,482956.82544
2023-12-13,mountain-protocol,16048385.55656
2023-12-13,rsk-bridge,2896045.65071
2023-12-14,beefy,179391183.39462
2023-12-14,balmy,1528075.79328
2023-12-14,exactly,6785671.6115
2023-12-14,contango,495617.65753
2023-12-14,mountain-protocol,16356431.56496
2023-12-14,rsk-bridge,2864687.08484
2023-12-15,beefy,182871894.15289
2023-12-15,balmy,1528075.79328
2023-12-15,exactly,6920278.60608
2023-12-15,contango,503480.2568
2023-12-15,mountain-protocol,16374970.73743
2023-12-15,rsk-bridge,2871260.46163
2023-12-16,beefy,177994485.35723
2023-12-16,balmy,1528075.79328
2023-12-16,exactly,6595176.08904
2023-12-16,contango,486989.06097
2023-12-16,mountain-protocol,18222915.41564
2023-12-16,rsk-bridge,2865350.99752
2023-12-17,beefy,177396453.65884
2023-12-17,balmy,1528075.79328
2023-12-17,exactly,6610840.8736
2023-12-17,contango,487476.42195
2023-12-17,mountain-protocol,19355562.38516
2023-12-17,rsk-bridge,2867116.25283
2023-12-18,beefy,175373362.17826
2023-12-18,balmy,1528075.79328
2023-12-18,exactly,6523218.09169
2023-12-18,contango,482690.03154
2023-12-18,mountain-protocol,20863793.59887
2023-12-18,rsk-bridge,2865904.38415
2023-12-19,beefy,175159799.12866
2023-12-19,balmy,1528075.79328
2023-12-19,exactly,6558362.99258
2023-12-19,contango,483935.104
2023-12-19,mountain-protocol,28734518.10318
2023-12-19,rsk-bridge,2845711.09416
2023-12-20,beefy,173455678.07511
2023-12-20,balmy,1528075.79328
2023-12-20,exactly,6470264.67541
2023-12-20,contango,479102.01308
2023-12-20,mountain-protocol,42191450.97681
2023-12-20,rsk-bridge,2932280.42524
2023-12-21,beefy,176346078.80286
2023-12-21,balmy,1528075.79328
2023-12-21,exactly,6533234.22527
2023-12-21,contango,480954.00281
2023-12-21,mountain-protocol,43560636.65184
2023-12-21,rsk-bridge,2945028.97166
2023-12-22,beefy,180548146.24393
2023-12-22,balmy,1528075.79328
2023-12-22,exactly,6669959.83943
2023-12-22,contango,485479.80759
2023-12-22,mountain-protocol,53842270.08769
2023-12-22,rsk-bridge,2952284.50552
2023-12-23,beefy,183022926.17829
2023-12-23,balmy,1528075.79328
2023-12-23,exactly,6991703.41683
2023-12-23,contango,492548.19911
2023-12-23,mountain-protocol,53862690.65327
2023-12-23,rsk-bridge,2937182.98177
2023-12-24,beefy,184043275.73957
2023-12-24,balmy,1528075.79328
2023-12-24,exactly,6979244.35448
2023-12-24,contango,487188.0027
2023-12-24,mountain-protocol,61293647.25831
2023-12-24,rsk-bridge,2934722.85352
2023-12-25,beefy,187271561.03892
2023-12-25,balmy,1528075.79328
2023-12-25,exactly,6856981.802
2023-12-25,contango,483157.09155
2023-12-25,mountain-protocol,67800607.84063
2023-12-25,rsk-bridge,2934805.90564
2023-12-26,beefy,190150910.64855
2023-12-26,balmy,1528075.79328
2023-12-26,exactly,6888183.8082
2023-12-26,contango,483101.50833
2023-12-26,mountain-protocol,70947041.4652
2023-12-26,rsk-bridge,2925086.93207
2023-12-27,beefy,189288122.1783
2023-12-27,balmy,1528075.79328
2023-12-27,exactly,6756560.19242
2023-12-27,contango,475674.14885
2023-12-27,mountain-protocol,75056511.67452
2023-12-27,rsk-bridge,2926067.926
2023-12-28,beefy,193242196.8693
2023-12-28,balmy,1528075.79328
2023-12-28,exactly,7170551.28647
2023-12-28,contango,487598.63264
2023-12-28,mountain-protocol,82623276.26948
2023-12-28,rsk-bridge,2926409.98297
2023-12-29,beefy,192597277.4783
2023-12-29,balmy,1528075.79328
2023-12-29,exactly,7033720.67671
2023-12-29,contango,479808.14417
2023-12-29,mountain-protocol,95007754.27037
2023-12-29,rsk-bridge,2925260.6009
2023-12-30,beefy,189963222.21885
2023-12-30,balmy,1528075.79328
2023-12-30,exactly,6950752.90766
2023-12-30,contango,470653.2502
2023-12-30,mountain-protocol,110010714.4071
2023-12-30,rsk-bridge,2924769.84064
2023-12-31,beefy,189341381.38873
2023-12-31,balmy,1528075.79328
2023-12-31,exactly,6927480.96029
2023-12-31,contango,469814.40611
2023-12-31,mountain-protocol,119531117.22307
2023-12-31,rsk-bridge,2925080.97083
2024-01-01,beefy,189028832.82148
2024-01-01,balmy,1528075.79328
2024-01-01,exactly,6959585.35026
2024-01-01,contango,469006.5914
2024-01-01,mountain-protocol,126746539.86924
2024-01-01,rsk-bridge,2925099.6837
2024-01-02,beefy,194806377.2587
2024-01-02,balmy,1528075.79328
2024-01-02,exactly,7210769.09921
2024-01-02,contango,480578.12395
2024-01-02,mountain-protocol,137083879.15618
2024-01-02,rsk-bridge,2926780.61803
2024-01-03,beefy,195616339.63701
2024-01-03,balmy,1528075.79328
2024-01-03,exactly,7118566.57142
2024-01-03,contango,477956.27824
2024-01-03,mountain-protocol,139314698.19836
2024-01-03,rsk-bridge,2926789.91229
2024-01-04,beefy,186371496.05171
2024-01-04,balmy,1528075.79328
2024-01-04,exactly,6759645.61638
2024-01-04,contango,456130.27636
2024-01-04,mountain-protocol,141084117.59129
2024-01-04,rsk-bridge,2929808.754
2024-01-05,beefy,187102063.76305
2024-01-05,balmy,1528075.79328
2024-01-05,exactly,6917570.80455
2024-01-05,contango,461845.50027
2024-01-05,mountain-protocol,142710412.93511
2024-01-05,rsk-bridge,2926928.09165
2024-01-06,beefy,184158597.99189
2024-01-06,balmy,1528075.79328
2024-01-06,exactly,6931168.60362
2024-01-06,contango,460285.45713
2024-01-06,mountain-protocol,142995208.33651
2024-01-06,rsk-bridge,2930926.62907
2024-01-07,beefy,183302073.35559
2024-01-07,balmy,1396149.29325
2024-01-07,exactly,6855684.26556
2024-01-07,contango,455242.43287
2024-01-07,mountain-protocol,147100804.06407
2024-01-07,rsk-bridge,2910845.26817
2024-01-08,beefy,180695917.95716
2024-01-08,balmy,1362369.05003
2024-01-08,exactly,6825423.67696
2024-01-08,contango,451441.35114
2024-01-08,mountain-protocol,146973523.48657
2024-01-08,rsk-bridge,2909685.17545
2024-01-09,beefy,187021358.19309
2024-01-09,balmy,1420322.40059
2024-01-09,exactly,7139492.66487
2024-01-09,contango,467702.03814
2024-01-09,mountain-protocol,148874502.53604
2024-01-09,rsk-bridge,2896809.92505
2024-01-10,beefy,184552236.48611
2024-01-10,balmy,1395895.00246
2024-01-10,exactly,7288328.29532
2024-01-10,contango,473223.72487
2024-01-10,mountain-protocol,148648848.47808
2024-01-10,rsk-bridge,2895867.13281
2024-01-11,beefy,193107696.41793
2024-01-11,balmy,1368777.83585
2024-01-11,exactly,8083767.17759
2024-01-11,contango,473340.2249
2024-01-11,mountain-protocol,149854558.98886
2024-01-11,rsk-bridge,2895514.23727
2024-01-12,beefy,195373723.01255
2024-01-12,balmy,1343825.10579
2024-01-12,exactly,7894491.30239
2024-01-12,contango,474105.39469
2024-01-12,mountain-protocol,149251155.43237
2024-01-12,rsk-bridge,2894605.37641
2024-01-13,beefy,191156541.15377
2024-01-13,balmy,1282277.52261
2024-01-13,exactly,7690478.09576
2024-01-13,contango,462988.4703
2024-01-13,mountain-protocol,150415308.43896
2024-01-13,rsk-bridge,2892608.40533
2024-01-14,beefy,192388830.37839
2024-01-14,balmy,1301194.93014
2024-01-14,exactly,7785789.71713
2024-01-14,contango,468187.84789
2024-01-14,mountain-protocol,150549093.51424
2024-01-14,rsk-bridge,2889736.97548
2024-01-15,beefy,189289864.97363
2024-01-15,balmy,1273332.42948
2024-01-15,exactly,7581667.34498
2024-01-15,contango,456768.80327
2024-01-15,mountain-protocol,150569229.22638
2024-01-15,rsk-bridge,2894778.71071
2024-01-16,beefy,188604540.65467
2024-01-16,balmy,1282882.84113
2024-01-16,exactly,7641441.03474
2024-01-16,contango,462573.15037
2024-01-16,mountain-protocol,150830044.30346
2024-01-16,rsk-bridge,2888056.57663
2024-01-17,beefy,192944500.14197
2024-01-17,balmy,1282000.95943
2024-01-17,exactly,7893422.21771
2024-01-17,contango,468348.71059
2024-01-17,mountain-protocol,152361046.81424
2024-01-17,rsk-bridge,2886808.3807
2024-01-18,beefy,189819629.24403
2024-01-18,balmy,1258880.84314
2024-01-18,exactly,7761237.89136
2024-01-18,contango,460899.91245
2024-01-18,mountain-protocol,152601705.87487
2024-01-18,rsk-bridge,2887351.54456
2024-01-19,beefy,185738710.54573
2024-01-19,balmy,1244774.5195
2024-01-19,exactly,7576533.97928
2024-01-19,contango,453211.11174
2024-01-19,mountain-protocol,153249216.41515
2024-01-19,rsk-bridge,2885411.90352
2024-01-20,beefy,186673979.5082
2024-01-20,balmy,1281544.50395
2024-01-20,exactly,7683489.3417
2024-01-20,contango,456325.38307
2024-01-20,mountain-protocol,154442703.70718
2024-01-20,rsk-bridge,2888820.82525
2024-01-21,beefy,186168898.35304
2024-01-21,balmy,726460.75201
2024-01-21,exactly,7651911.21217
2024-01-21,contango,454175.90514
2024-01-21,mountain-protocol,154450206.82706
2024-01-21,rsk-bridge,2887025.38588
2024-01-22,beefy,184562800.33945
2024-01-22,balmy,1282211.20046
2024-01-22,exactly,7622340.07587
2024-01-22,contango,454392.90634
2024-01-22,mountain-protocol,154571161.66883
2024-01-22,rsk-bridge,2886326.22096
2024-01-23,beefy,178056601.04271
2024-01-23,balmy,1215305.81136
2024-01-23,exactly,7422552.80746
2024-01-23,contango,433532.33566
2024-01-23,mountain-protocol,154746405.04278
2024-01-23,rsk-bridge,2889160.22468
2024-01-24,beefy,175303631.80223
2024-01-24,balmy,1230855.85193
2024-01-24,exactly,7197074.29451
2024-01-24,contango,424965.90196
2024-01-24,mountain-protocol,154767077.25505
2024-01-24,rsk-bridge,2885074.2311
2024-01-25,beefy,176938070.62114
2024-01-25,balmy,1226437.26886
2024-01-25,exactly,7189050.84355
2024-01-25,contango,422592.46938
2024-01-25,mountain-protocol,154560284.15318
2024-01-25,rsk-bridge,2882313.29028
2024-01-26,beefy,174997006.50231
2024-01-26,balmy,1227933.28884
2024-01-26,exactly,7357073.63087
2024-01-26,contango,419965.16176
2024-01-26,mountain-protocol,154620672.00536
2024-01-26,rsk-bridge,2951595.10602
2024-01-27,beefy,177746123.57838
2024-01-27,balmy,1244068.16682
2024-01-27,exactly,7573769.89888
2024-01-27,contango,426481.08107
2024-01-27,mountain-protocol,154626315.72796
2024-01-27,rsk-bridge,3003037.91157
2024-01-28,beefy,178106083.64934
2024-01-28,balmy,1246706.2323
2024-01-28,exactly,7604270.53561
2024-01-28,contango,425383.753
2024-01-28,mountain-protocol,154652375.19352
2024-01-28,rsk-bridge,3002400.45521
2024-01-29,beefy,176254437.78722
2024-01-29,balmy,1247858.22652
2024-01-29,exactly,7604294.7525
2024-01-29,contango,422774.69621
2024-01-29,mountain-protocol,154870438.31644
2024-01-29,rsk-bridge,2991418.80286
2024-01-30,beefy,177746228.44479
2024-01-30,balmy,1284013.37921
2024-01-30,exactly,7805402.54961
2024-01-30,contango,430366.20769
2024-01-30,mountain-protocol,155514838.97729
2024-01-30,rsk-bridge,2990486.19337
2024-01-31,beefy,176909399.43289
2024-01-31,balmy,1282289.39754
2024-01-31,exactly,8036690.8022
2024-01-31,contango,395667.95872
2024-01-31,mountain-protocol,154511969.68831
2024-01-31,rsk-bridge,2991502.94678
2024-02-01,beefy,173678406.28444
2024-02-01,balmy,1256462.78476
2024-02-01,exactly,7868266.4565
2024-02-01,contango,386498.48759
2024-02-01,mountain-protocol,154488841.30086
2024-02-01,rsk-bridge,2985699.77673
2024-02-02,beefy,173473898.59551
2024-02-02,balmy,1277327.78117
2024-02-02,exactly,7969976.31774
2024-02-02,contango,388535.58262
2024-02-02,mountain-protocol,154378658.88544
2024-02-02,rsk-bridge,2991108.92321
2024-02-03,beefy,176252489.79473
2024-02-03,balmy,1275681.52176
2024-02-03,exactly,7892586.17325
2024-02-03,contango,389801.44611
2024-02-03,mountain-protocol,152625162.81963
2024-02-03,rsk-bridge,2993506.14079
2024-02-04,beefy,175707466.1774
2024-02-04,balmy,1267206.11093
2024-02-04,exactly,7873839.389
2024-02-04,contango,388168.55352
2024-02-04,mountain-protocol,152573778.34816
2024-02-04,rsk-bridge,2994123.13484
2024-02-05,beefy,174917772.57425
2024-02-05,balmy,1263018.6131
2024-02-05,exactly,7844751.32484
2024-02-05,contango,386910.27383
2024-02-05,mountain-protocol,152607409.63483
2024-02-05,rsk-bridge,2993918.09439
2024-02-06,beefy,176464638.97133
2024-02-06,balmy,1262872.07856
2024-02-06,exactly,7631077.45346
2024-02-06,contango,387890.18305
2024-02-06,mountain-protocol,152652953.99065
2024-02-06,rsk-bridge,2969956.78825
2024-02-07,beefy,180074771.50282
2024-02-07,balmy,1302836.43475
2024-02-07,exactly,7860158.70668
2024-02-07,contango,397196.77434
2024-02-07,mountain-protocol,152706598.51462
2024-02-07,rsk-bridge,2960775.48783
2024-02-08,beefy,182867579.0979
2024-02-08,balmy,1319897.9079
2024-02-08,exactly,8020023.5807
2024-02-08,contango,404417.00826
2024-02-08,mountain-protocol,152879684.39581
2024-02-08,rsk-bridge,2961415.96955
2024-02-09,beefy,183771075.26211
2024-02-09,balmy,1160551.95311
2024-02-09,exactly,7935408.40063
2024-02-09,contango,402985.90954
2024-02-09,mountain-protocol,152699811.94673
2024-02-09,rsk-bridge,2957533.2219
2024-02-10,beefy,187394704.14515
2024-02-10,balmy,1172803.79123
2024-02-10,exactly,8093481.38615
2024-02-10,contango,411423.74596
2024-02-10,mountain-protocol,152742715.95867
2024-02-10,rsk-bridge,2957820.87066
2024-02-11,beefy,186392212.75357
2024-02-11,balmy,1181587.5354
2024-02-11,exactly,8134481.85996
2024-02-11,contango,411825.12485
2024-02-11,mountain-protocol,152882036.07536
2024-02-11,rsk-bridge,2960510.15846
2024-02-12,beefy,186975365.69925
2024-02-12,balmy,1179328.56875
2024-02-12,exactly,8118604.91073
2024-02-12,contango,410950.24031
2024-02-12,mountain-protocol,152054309.93233
2024-02-12,rsk-bridge,2968849.45219
2024-02-13,beefy,192344547.99389
2024-02-13,balmy,659218.30077
2024-02-13,exactly,8298481.5114
2024-02-13,contango,432457.35101
2024-02-13,mountain-protocol,151878588.17528
2024-02-13,rsk-bridge,2962147.00293
2024-02-14,beefy,190840775.31405
2024-02-14,balmy,652731.93881
2024-02-14,exactly,8297331.76738
2024-02-14,contango,427890.12241
2024-02-14,mountain-protocol,152094826.84424
2024-02-14,rsk-bridge,2959782.0124
2024-02-15,beefy,195656608.33026
2024-02-15,balmy,650064.98962
2024-02-15,exactly,8821869.89536
2024-02-15,contango,438137.30847
2024-02-15,mountain-protocol,151802649.12099
2024-02-15,rsk-bridge,2959100.59865
2024-02-16,beefy,195962612.76606
2024-02-16,balmy,1217542.64324
2024-02-16,exactly,8777693.08575
2024-02-16,contango,442085.46764
2024-02-16,mountain-protocol,151904025.08162
2024-02-16,rsk-bridge,3210687.24616
2024-02-17,beefy,195803727.8776
2024-02-17,balmy,1212117.20407
2024-02-17,exactly,8687813.34882
2024-02-17,contango,439523.29882
2024-02-17,mountain-protocol,151985966.19604
2024-02-17,rsk-bridge,3232998.237
2024-02-18,beefy,192981574.11785
2024-02-18,balmy,1143866.51788
2024-02-18,exactly,8550158.43033
2024-02-18,contango,437307.66271
2024-02-18,mountain-protocol,151887167.40191
2024-02-18,rsk-bridge,3258230.18626
2024-02-19,beefy,196282874.31838
2024-02-19,balmy,1129398.4067
2024-02-19,exactly,8807051.00351
2024-02-19,contango,447658.83938
2024-02-19,mountain-protocol,152129982.53256
2024-02-19,rsk-bridge,3270903.63215
2024-02-20,beefy,200133892.25609
2024-02-20,balmy,1142108.88323
2024-02-20,exactly,9011709.28993
2024-02-20,contango,456303.21204
2024-02-20,mountain-protocol,152064313.26669
2024-02-20,rsk-bridge,3333807.1733
2024-02-21,beefy,201351810.32337
2024-02-21,balmy,1176744.2763
2024-02-21,exactly,9164821.47966
2024-02-21,contango,461825.08867
2024-02-21,mountain-protocol,151849276.68328
2024-02-21,rsk-bridge,3322452.92382
2024-02-22,beefy,197810563.61367
2024-02-22,balmy,1110088.86175
2024-02-22,exactly,9058590.28736
2024-02-22,contango,454506.96742
2024-02-22,mountain-protocol,151831305.29027
2024-02-22,rsk-bridge,3263952.577
2024-02-23,beefy,197734787.27375
2024-02-23,balmy,1108386.59675
2024-02-23,exactly,9063520.09441
2024-02-23,contango,456598.72523
2024-02-23,mountain-protocol,152277152.94781
2024-02-23,rsk-bridge,3263216.33349
2024-02-24,beefy,198837821.10731
2024-02-24,balmy,1103389.83185
2024-02-24,exactly,8894193.6925
2024-02-24,contango,448939.69733
2024-02-24,mountain-protocol,152297411.40377
2024-02-24,rsk-bridge,3266994.6011
2024-02-25,beefy,201443717.82225
2024-02-25,balmy,1144227.33455
2024-02-25,exactly,9078139.4178
2024-02-25,contango,455373.31159
2024-02-25,mountain-protocol,152136136.41302
2024-02-25,rsk-bridge,3257442.98299
2024-02-26,beefy,205396332.1736
2024-02-26,balmy,1162393.82174
2024-02-26,exactly,9417169.14033
2024-02-26,contango,472893.15047
2024-02-26,mountain-protocol,152095192.05627
2024-02-26,rsk-bridge,3279185.86922
2024-02-27,beefy,210943372.62554
2024-02-27,balmy,1168982.35629
2024-02-27,exactly,9468406.32967
2024-02-27,contango,479399.00027
2024-02-27,mountain-protocol,152205980.79084
2024-02-27,rsk-bridge,3292557.07851
2024-02-28,beefy,213080902.4572
2024-02-28,balmy,1203340.02818
2024-02-28,exactly,9612311.75488
2024-02-28,contango,487800.24527
2024-02-28,mountain-protocol,152378445.22758
2024-02-28,rsk-bridge,3411137.68178
2024-02-29,beefy,219759981.66868
2024-02-29,balmy,1192900.52065
2024-02-29,exactly,9883664.47768
2024-02-29,contango,502514.16219
2024-02-29,mountain-protocol,151944248.00871
2024-02-29,rsk-bridge,3517152.00923
2024-03-01,beefy,217882628.21433
2024-03-01,balmy,1168708.76441
2024-03-01,exactly,9784213.64128
2024-03-01,contango,500821.03055
2024-03-01,mountain-protocol,152243094.10625
2024-03-01,rsk-bridge,3514590.95426
2024-03-02,beefy,224157216.62919
2024-03-02,balmy,1168210.66919
2024-03-02,exactly,9967098.39628
2024-03-02,contango,509376.67505
2024-03-02,mountain-protocol,152439220.59544
2024-03-02,rsk-bridge,3575839.30075
2024-03-03,beefy,226174758.00135
2024-03-03,balmy,1159743.93067
2024-03-03,exactly,9954624.88435
2024-03-03,contango,505954.77977
2024-03-03,mountain-protocol,152210761.43971
2024-03-03,rsk-bridge,3604024.65813
2024-03-04,beefy,230696762.32308
2024-03-04,balmy,1197522.13728
2024-03-04,exactly,10189689.38992
2024-03-04,contango,515452.03061
2024-03-04,mountain-protocol,152784392.32754
2024-03-04,rsk-bridge,3611386.89071
2024-03-05,beefy,234172083.66747
2024-03-05,balmy,1227800.88218
2024-03-05,exactly,10426048.5557
2024-03-05,contango,529322.86231
2024-03-05,mountain-protocol,151966779.19419
2024-03-05,rsk-bridge,3645999.4256
2024-03-06,beefy,230446590.94159
2024-03-06,balmy,1200304.30212
2024-03-06,exactly,10497005.19424
2024-03-06,contango,525905.79723
2024-03-06,mountain-protocol,152520254.41925
2024-03-06,rsk-bridge,3721486.95325
2024-03-07,beefy,240787459.43231
2024-03-07,balmy,1251916.06283
2024-03-07,exactly,11084069.28324
2024-03-07,contango,558692.35683
2024-03-07,mountain-protocol,152388124.75045
2024-03-07,rsk-bridge,3799274.00967
2024-03-08,beefy,246431424.70836
2024-03-08,balmy,1229413.58983
2024-03-08,exactly,11121148.07681
2024-03-08,contango,556820.67584
2024-03-08,mountain-protocol,152237818.01003
2024-03-08,rsk-bridge,3844597.00734
2024-03-09,beefy,249660266.38471
2024-03-09,balmy,1260050.86419
2024-03-09,exactly,11210542.01929
2024-03-09,contango,562681.79818
2024-03-09,mountain-protocol,152303609.73295
2024-03-09,rsk-bridge,3871043.89631
2024-03-10,beefy,249892090.37223
2024-03-10,balmy,1264680.15721
2024-03-10,exactly,11320850.02456
2024-03-10,contango,564951.10037
2024-03-10,mountain-protocol,152448839.40366
2024-03-10,rsk-bridge,3866494.6773
2024-03-11,beefy,249261537.69767
2024-03-11,balmy,1291643.51857
2024-03-11,exactly,11207760.10014
2024-03-11,contango,559378.13473
2024-03-11,mountain-protocol,152335514.7094
2024-03-11,rsk-bridge,3864397.80209
2024-03-12,beefy,256077506.12127
2024-03-12,balmy,1344160.84188
2024-03-12,exactly,10968569.06782
2024-03-12,contango,581647.94031
2024-03-12,mountain-protocol,152448448.70248
2024-03-12,rsk-bridge,3887542.75154
2024-03-13,beefy,253317949.77104
2024-03-13,balmy,1347639.65045
2024-03-13,exactly,10858402.43687
2024-03-13,contango,569666.52212
2024-03-13,mountain-protocol,152509554.05686
2024-03-13,rsk-bridge,3879987.54516
2024-03-14,beefy,259785424.40335
2024-03-14,balmy,1340157.89712
2024-03-14,exactly,10901222.4107
2024-03-14,contango,572593.05705
2024-03-14,mountain-protocol,152529941.08502
2024-03-14,rsk-bridge,4184789.26887
2024-03-15,beefy,255680261.35049
2024-03-15,balmy,1278185.68041
2024-03-15,exactly,10583339.38737
2024-03-15,contango,557670.27612
2024-03-15,mountain-protocol,152382370.20193
2024-03-15,rsk-bridge,4213785.48329
2024-03-16,beefy,247987067.86237
2024-03-16,balmy,1233074.28355
2024-03-16,exactly,10322582.04176
2024-03-16,contango,539039.2066
2024-03-16,mountain-protocol,154534812.81411
2024-03-16,rsk-bridge,4197330.86931
2024-03-17,beefy,244224888.49086
2024-03-17,balmy,1173623.08799
2024-03-17,exactly,9744217.43785
2024-03-17,contango,513148.48657
2024-03-17,mountain-protocol,154286627.43553
2024-03-17,rsk-bridge,4188194.84211
2024-03-18,beefy,251609570.38509
2024-03-18,balmy,1196176.81235
2024-03-18,exactly,10001806.58607
2024-03-18,contango,524678.66231
2024-03-18,mountain-protocol,154517977.54808
2024-03-18,rsk-bridge,4193527.18442
2024-03-19,beefy,251701401.40049
2024-03-19,balmy,1165440.26776
2024-03-19,exactly,9836780.34222
2024-03-19,contango,513825.26754
2024-03-19,mountain-protocol,154632945.35643
2024-03-19,rsk-bridge,4197183.63981
2024-03-20,beefy,239647402.59774
2024-03-20,balmy,1135941.52493
2024-03-20,exactly,9141604.20272
2024-03-20,contango,469654.29287
2024-03-20,mountain-protocol,156431867.66558
2024-03-20,rsk-bridge,4198948.68094
2024-03-21,beefy,259240681.5006
2024-03-21,balmy,1242766.03014
2024-03-21,exactly,9752269.16696
2024-03-21,contango,513463.79026
2024-03-21,mountain-protocol,155671118.368
2024-03-21,rsk-bridge,4197478.93438
2024-03-22,beefy,257757040.09259
2024-03-22,balmy,1248923.95585
2024-03-22,exactly,9620090.47874
2024-03-22,contango,509604.0042
2024-03-22,mountain-protocol,155465680.70451
2024-03-22,rsk-bridge,4190898.0148
2024-03-23,beefy,253711587.9135
2024-03-23,balmy,1152797.55801
2024-03-23,exactly,8949836.38761
2024-03-23,contango,488377.94356
2024-03-23,mountain-protocol,155871679.21919
2024-03-23,rsk-bridge,4196126.48713
2024-03-24,beefy,247793662.2283
2024-03-24,balmy,1156316.95266
2024-03-24,exactly,8998982.71015
2024-03-24,contango,490064.27358
2024-03-24,mountain-protocol,155474801.90345
2024-03-24,rsk-bridge,4218065.24396
2024-03-25,beefy,253990059.7121
2024-03-25,balmy,1174872.62615
2024-03-25,exactly,9346081.24719
2024-03-25,contango,501815.66749
2024-03-25,mountain-protocol,155652869.91554
2024-03-25,rsk-bridge,4222159.53105
2024-03-26,beefy,272693777.01626
2024-03-26,balmy,1193155.58959
2024-03-26,exactly,8990914.16422
2024-03-26,contango,518488.28248
2024-03-26,mountain-protocol,156089883.49832
2024-03-26,rsk-bridge,4222294.61013
2024-03-27,beefy,277020300.50162
2024-03-27,balmy,711354.08283
2024-03-27,exactly,8951472.99829
2024-03-27,contango,517704.70813
2024-03-27,mountain-protocol,156155113.82224
2024-03-27,rsk-bridge,4223198.18644
2024-03-28,beefy,273214226.49958
2024-03-28,balmy,669428.98149
2024-03-28,exactly,8744840.07752
2024-03-28,contango,508178.56311
2024-03-28,mountain-protocol,155745178.16048
2024-03-28,rsk-bridge,4211910.66236
2024-03-29,beefy,277977297.01281
2024-03-29,balmy,684414.96818
2024-03-29,exactly,8859683.30766
2024-03-29,contango,515837.65193
2024-03-29,mountain-protocol,156040743.80427
2024-03-29,rsk-bridge,4216461.045
2024-03-30,beefy,267924338.72978
2024-03-30,balmy,678931.08847
2024-03-30,exactly,8690367.61645
2024-03-30,contango,509114.79786
2024-03-30,mountain-protocol,156061558.35263
2024-03-30,rsk-bridge,4222797.61546
2024-03-31,beefy,267181989.40331
2024-03-31,balmy,678791.33686
2024-03-31,exactly,8680004.9655
2024-03-31,contango,508094.51472
2024-03-31,mountain-protocol,156076129.60609
2024-03-31,rsk-bridge,4217689.60848
2024-04-01,beefy,271078572.09802
2024-04-01,balmy,690393.50518
2024-04-01,exactly,8780679.49694
2024-04-01,contango,522445.10972
2024-04-01,mountain-protocol,156259290.63682
2024-04-01,rsk-bridge,4216917.77444
2024-04-02,beefy,262943654.62218
2024-04-02,balmy,733702.51655
2024-04-02,exactly,8341789.65221
2024-04-02,contango,506981.18903
