date,protocol,tvl
2024-04-02,mountain-protocol,156111824.32558
2024-04-02,rsk-bridge,4187617.45355
2024-04-03,beefy,251036097.84493
2024-04-03,balmy,676223.1117
2024-04-03,exactly,7882113.07854
2024-04-03,contango,479564.71203
2024-04-03,mountain-protocol,81920366.78469
2024-04-03,rsk-bridge,4192034.98392
2024-04-04,beefy,249598088.62384
2024-04-04,balmy,1096094.55691
2024-04-04,exactly,7957539.05151
2024-04-04,contango,484738.47321
2024-04-04,mountain-protocol,81839451.93374
2024-04-04,rsk-bridge,4187333.05036
2024-04-05,beefy,255908233.56867
2024-04-05,balmy,1105190.79726
2024-04-05,exactly,7933831.43281
2024-04-05,contango,484418.52738
2024-04-05,mountain-protocol,81860346.87382
2024-04-05,rsk-bridge,4186827.29936
2024-04-06,beefy,252675374.63007
2024-04-06,balmy,1085247.25102
2024-04-06,exactly,7930865.49269
2024-04-06,contango,484603.503
2024-04-06,mountain-protocol,81785291.36352
2024-04-06,rsk-bridge,4196032.9006
2024-04-07,beefy,256031122.311
2024-04-07,balmy,1098143.20601
2024-04-07,exactly,7994729.38571
2024-04-07,contango,489529.80485
2024-04-07,mountain-protocol,81851214.03265
2024-04-07,rsk-bridge,4198842.3182
2024-04-08,beefy,267741564.06489
2024-04-08,balmy,1102456.14451
2024-04-08,exactly,7984315.94088
2024-04-08,contango,494757.64837
2024-04-08,mountain-protocol,81892583.44146
2024-04-08,rsk-bridge,4221426.87024
2024-04-09,beefy,281064745.89339
2024-04-09,balmy,1133875.2967
2024-04-09,exactly,8653344.85786
2024-04-09,contango,526801.25217
2024-04-09,mountain-protocol,81985888.09271
2024-04-09,rsk-bridge,4408107.72838
2024-04-10,beefy,280425654.39914
2024-04-10,balmy,1082828.43158
2024-04-10,exactly,8294980.83588
2024-04-10,contango,505627.86535
2024-04-10,mountain-protocol,81885977.45992
2024-04-10,rsk-bridge,194031487.45145
2024-04-11,beefy,280735559.72232
2024-04-11,balmy,1098840.34916
2024-04-11,exactly,8463820.96107
2024-04-11,contango,504934.5056
2024-04-11,mountain-protocol,81851004.4681
2024-04-11,rsk-bridge,202529727.86923
2024-04-12,beefy,278922816.37781
2024-04-12,balmy,1079486.02444
2024-04-12,exactly,8390599.13419
2024-04-12,contango,504869.56018
2024-04-12,mountain-protocol,81903232.62196
2024-04-12,rsk-bridge,202834507.50583
2024-04-13,beefy,260759099.66284
2024-04-13,balmy,1000491.29213
2024-04-13,exactly,7921703.1512
2024-04-13,contango,470989.2066
2024-04-13,mountain-protocol,81898161.19898
2024-04-13,rsk-bridge,193769470.53905
2024-04-14,beefy,239672488.85467
2024-04-14,balmy,904503.46253
2024-04-14,exactly,7380525.85693
2024-04-14,contango,435660.23776
2024-04-14,mountain-protocol,82347075.88256
2024-04-14,rsk-bridge,182911997.08988
2024-04-15,beefy,248158689.19022
2024-04-15,balmy,954652.24243
2024-04-15,exactly,7850746.81831
2024-04-15,contango,460562.48744
2024-04-15,mountain-protocol,81863378.99964
2024-04-15,rsk-bridge,187935610.8471
2024-04-16,beefy,252218030.20641
2024-04-16,balmy,937707.62236
2024-04-16,exactly,7723688.38349
2024-04-16,contango,456972.4415
2024-04-16,mountain-protocol,81938332.09183
2024-04-16,rsk-bridge,181503567.30483
2024-04-17,beefy,251557211.69482
2024-04-17,balmy,933212.20398
2024-04-17,exactly,7701689.92908
2024-04-17,contango,454699.87207
2024-04-17,mountain-protocol,81938803.66881
2024-04-17,rsk-bridge,183167985.30852
2024-04-18,beefy,245755925.41988
2024-04-18,balmy,899578.31841
2024-04-18,exactly,7525708.56148
2024-04-18,contango,443898.27211
2024-04-18,mountain-protocol,82001901.42338
2024-04-18,rsk-bridge,175501102.60148
2024-04-19,beefy,251365422.56623
2024-04-19,balmy,911089.69136
2024-04-19,exactly,7672691.62924
2024-04-19,contango,452427.06439
2024-04-19,mountain-protocol,81965735.34329
2024-04-19,rsk-bridge,181486203.69984
2024-04-20,beefy,246777518.24717
2024-04-20,balmy,910975.62647
2024-04-20,exactly,7782169.22345
2024-04-20,contango,456128.77774
2024-04-20,mountain-protocol,81998456.66412
2024-04-20,rsk-bridge,183694467.01467
2024-04-21,beefy,251768799.34799
2024-04-21,balmy,928155.36855
2024-04-21,exactly,7898677.15992
2024-04-21,contango,462076.53388
2024-04-21,mountain-protocol,82005178.81122
2024-04-21,rsk-bridge,192584104.64733
2024-04-22,beefy,250456240.31348
2024-04-22,balmy,925018.11892
2024-04-22,exactly,7918414.80923
2024-04-22,contango,462586.03482
2024-04-22,mountain-protocol,50588684.90143
2024-04-22,rsk-bridge,193237066.93488
2024-04-23,beefy,254549599.27183
2024-04-23,balmy,921093.13869
2024-04-23,exactly,8047220.03612
2024-04-23,contango,468374.83573
2024-04-23,mountain-protocol,50613075.44364
2024-04-23,rsk-bridge,198565981.67957
2024-04-24,beefy,254829611.93195
2024-04-24,balmy,918739.65046
2024-04-24,exactly,8068516.16129
2024-04-24,contango,468861.38095
2024-04-24,mountain-protocol,51619804.37092
2024-04-24,rsk-bridge,197462719.69938
2024-04-25,beefy,252128385.12738
2024-04-25,balmy,909648.34595
2024-04-25,exactly,7964555.7417
2024-04-25,contango,460497.73425
2024-04-25,mountain-protocol,49426666.22892
2024-04-25,rsk-bridge,191074452.33052
2024-04-26,beefy,252984526.45111
2024-04-26,balmy,910131.45688
2024-04-26,exactly,8074740.25825
2024-04-26,contango,462891.28496
2024-04-26,mountain-protocol,50063235.67819
2024-04-26,rsk-bridge,192496850.52574
2024-04-27,beefy,250444059.21239
2024-04-27,balmy,893190.79901
2024-04-27,exactly,8158757.09371
2024-04-27,contango,459337.31279
2024-04-27,mountain-protocol,50050061.17558
2024-04-27,rsk-bridge,189887904.50551
2024-04-28,beefy,251220306.7681
2024-04-28,balmy,912112.67719
2024-04-28,exactly,8484719.13731
2024-04-28,contango,472360.66412
2024-04-28,mountain-protocol,50058614.6229
2024-04-28,rsk-bridge,188428134.65702
2024-04-29,beefy,255076989.45207
2024-04-29,balmy,912563.48198
2024-04-29,exactly,8678862.72633
2024-04-29,contango,478829.93455
2024-04-29,mountain-protocol,50082093.36803
2024-04-29,rsk-bridge,189623577.62207
2024-04-30,beefy,249643301.37355
2024-04-30,balmy,886224.67156
2024-04-30,exactly,8906448.51957
2024-04-30,contango,465541.53591
2024-04-30,mountain-protocol,52093828.06844
2024-04-30,rsk-bridge,188066202.29561
2024-05-01,beefy,242039753.05403
2024-05-01,balmy,848214.235
2024-05-01,exactly,8554000.69426
2024-05-01,contango,440988.08665
2024-05-01,mountain-protocol,51996753.91216
2024-05-01,rsk-bridge,179183463.24227
2024-05-02,beefy,240934274.91656
2024-05-02,balmy,833722.28078
2024-05-02,exactly,8451066.19047
2024-05-02,contango,439218.04295
2024-05-02,mountain-protocol,52003659.45263
2024-05-02,rsk-bridge,172689821.11121
2024-05-03,beefy,246062105.96567
2024-05-03,balmy,844346.6979
2024-05-03,exactly,8571112.31515
2024-05-03,contango,440249.07205
2024-05-03,mountain-protocol,51999070.65824
2024-05-03,rsk-bridge,176687248.89022
2024-05-04,beefy,254419864.33166
2024-05-04,balmy,964122.25011
2024-05-04,exactly,8887338.24118
2024-05-04,contango,453929.55346
2024-05-04,mountain-protocol,52286835.47463
2024-05-04,rsk-bridge,187542599.85707
2024-05-05,beefy,255493854.70922
2024-05-05,balmy,951602.11558
2024-05-05,exactly,8841230.65277
2024-05-05,contango,453654.00593
2024-05-05,mountain-protocol,52241587.37646
2024-05-05,rsk-bridge,189696361.86283
2024-05-06,beefy,256580526.03021
2024-05-06,balmy,953999.41517
2024-05-06,exactly,8880722.51863
2024-05-06,contango,455233.8994
2024-05-06,mountain-protocol,52186669.1032
2024-05-06,rsk-bridge,189710754.80006
2024-05-07,beefy,254858589.17865
2024-05-07,balmy,938307.24895
2024-05-07,exactly,8783170.67115
2024-05-07,contango,449703.46993
2024-05-07,mountain-protocol,52203252.86833
2024-05-07,rsk-bridge,189145711.29271
2024-05-08,beefy,252378317.66994
2024-05-08,balmy,933738.14867
2024-05-08,exactly,8696047.30443
2024-05-08,contango,445343.78027
2024-05-08,mountain-protocol,52262390.49356
2024-05-08,rsk-bridge,187616024.70103
2024-05-09,beefy,250064113.91609
2024-05-09,balmy,912973.22069
2024-05-09,exactly,8383032.91551
2024-05-09,contango,436411.25449
2024-05-09,mountain-protocol,52217107.75816
2024-05-09,rsk-bridge,183143386.15816
2024-05-10,beefy,252171573.82205
2024-05-10,balmy,932259.95171
2024-05-10,exactly,9198363.21684
2024-05-10,contango,442285.97708
2024-05-10,mountain-protocol,52224035.20308
2024-05-10,rsk-bridge,186671556.60494
2024-05-11,beefy,243768633.87137
2024-05-11,balmy,892993.84522
2024-05-11,exactly,8978811.41115
2024-05-11,contango,428865.16885
2024-05-11,mountain-protocol,52230962.648
2024-05-11,rsk-bridge,180971427.68018
2024-05-12,beefy,243905388.05881
2024-05-12,balmy,898497.95779
2024-05-12,exactly,9171483.4768
2024-05-12,contango,430171.95278
2024-05-12,mountain-protocol,52219084.45249
2024-05-12,rsk-bridge,181302070.20609
2024-05-13,beefy,243815670.78953
2024-05-13,balmy,909662.86481
2024-05-13,exactly,9190288.25234
2024-05-13,contango,430376.10239
2024-05-13,mountain-protocol,52244817.53784
2024-05-13,rsk-bridge,182277228.89795
2024-05-14,beefy,243140574.06954
2024-05-14,balmy,906483.78595
2024-05-14,exactly,9263514.82088
2024-05-14,contango,432593.05639
2024-05-14,mountain-protocol,52251744.98276
2024-05-14,rsk-bridge,187042252.82282
2024-05-15,beefy,239848377.84874
2024-05-15,balmy,881895.20084
2024-05-15,exactly,9227541.3812
2024-05-15,contango,425226.82301
2024-05-15,mountain-protocol,52250154.26408
2024-05-15,rsk-bridge,181983765.28351
2024-05-16,beefy,246559444.72867
2024-05-16,balmy,908439.36465
2024-05-16,exactly,9591696.176
2024-05-16,contango,440406.32595
2024-05-16,mountain-protocol,52212550.28873
2024-05-16,rsk-bridge,194186842.61361
2024-05-17,beefy,242730711.61373
2024-05-17,balmy,887319.48198
2024-05-17,exactly,9411897.6187
2024-05-17,contango,430219.70014
2024-05-17,mountain-protocol,52272527.31752
2024-05-17,rsk-bridge,192325220.95985
2024-05-18,beefy,248393567.13852
2024-05-18,balmy,923663.9162
2024-05-18,exactly,9782236.18557
2024-05-18,contango,448877.22719
2024-05-18,mountain-protocol,52279454.76244
2024-05-18,rsk-bridge,193960681.36897
2024-05-19,beefy,249420204.15085
2024-05-19,balmy,887035.12859
2024-05-19,exactly,9730295.55553
2024-05-19,contango,452207.39792
2024-05-19,mountain-protocol,52286382.20736
2024-05-19,rsk-bridge,194405291.02145
2024-05-20,beefy,245724738.03814
2024-05-20,balmy,872392.85073
2024-05-20,exactly,9855567.68023
2024-05-20,contango,447040.44034
2024-05-20,mountain-protocol,52293309.65228
2024-05-20,rsk-bridge,193011407.96337
2024-05-21,beefy,260656556.02062
2024-05-21,balmy,1000161.68655
2024-05-21,exactly,11097206.67438
2024-05-21,contango,513421.28248
2024-05-21,mountain-protocol,51323569.45546
2024-05-21,rsk-bridge,202473523.67143
2024-05-22,beefy,268363885.80606
2024-05-22,balmy,1028817.43903
2024-05-22,exactly,11272552.61934
2024-05-22,contango,528479.04692
2024-05-22,mountain-protocol,51356979.87189
2024-05-22,rsk-bridge,204160940.65382
2024-05-23,beefy,266501404.68407
2024-05-23,balmy,1013521.41331
2024-05-23,exactly,11453771.89334
2024-05-23,contango,525902.4754
2024-05-23,mountain-protocol,51371077.7163
2024-05-23,rsk-bridge,203741156.30791
2024-05-24,beefy,263709159.94086
2024-05-24,balmy,1066681.11307
2024-05-24,exactly,11565106.89491
2024-05-24,contango,531327.0326
2024-05-24,mountain-protocol,51379216.39518
2024-05-24,rsk-bridge,200166356.50001
2024-05-25,beefy,262906073.55055
2024-05-25,balmy,1052667.89473
2024-05-25,exactly,11626691.55053
2024-05-25,contango,522372.58401
2024-05-25,mountain-protocol,51390439.16259
2024-05-25,rsk-bridge,205020024.43849
2024-05-26,beefy,263466964.88222
2024-05-26,balmy,1054055.54103
2024-05-26,exactly,11649975.09278
2024-05-26,contango,522884.82264
2024-05-26,mountain-protocol,51402382.73366
2024-05-26,rsk-bridge,205804994.64637
2024-05-27,beefy,266994401.29185
2024-05-27,balmy,1061068.73047
2024-05-27,exactly,11846775.44427
2024-05-27,contango,533234.25791
2024-05-27,mountain-protocol,51409186.74684
2024-05-27,rsk-bridge,203775301.83473
2024-05-28,beefy,270345104.08166
2024-05-28,balmy,1093613.73394
2024-05-28,exactly,11542106.92173
2024-05-28,contango,538523.04444
2024-05-28,mountain-protocol,51415990.76003
2024-05-28,rsk-bridge,207187546.68681
2024-05-29,beefy,268604980.21723
2024-05-29,balmy,1081167.78073
2024-05-29,exactly,11355710.12641
2024-05-29,contango,534075.31725
2024-05-29,mountain-protocol,51422794.77322
2024-05-29,rsk-bridge,203766990.55751
2024-05-30,beefy,265717223.19519
2024-05-30,balmy,1067314.15791
2024-05-30,exactly,11042628.93312
2024-05-30,contango,525086.11465
2024-05-30,mountain-protocol,51412318.44122
2024-05-30,rsk-bridge,201138822.25272
2024-05-31,beefy,267157382.24026
2024-05-31,balmy,1062020.33532
2024-05-31,exactly,11198284.92534
2024-05-31,contango,521932.76963
2024-05-31,mountain-protocol,51544260.7596
2024-05-31,rsk-bridge,202924671.86632
2024-06-01,beefy,269079073.75614
2024-06-01,balmy,1067130.65657
2024-06-01,exactly,11777216.68195
2024-06-01,contango,525681.05568
2024-06-01,mountain-protocol,48829712.61417
2024-06-01,rsk-bridge,200435964.78347
2024-06-02,beefy,271291107.24585
2024-06-02,balmy,1067763.24186
2024-06-02,exactly,11874991.91653
2024-06-02,contango,528938.67224
2024-06-02,mountain-protocol,48836170.95978
2024-06-02,rsk-bridge,201269838.50083
2024-06-03,beefy,269804248.33732
2024-06-03,balmy,1008638.78956
2024-06-03,exactly,11749861.48805
2024-06-03,contango,526164.44423
2024-06-03,mountain-protocol,48840626.75758
2024-06-03,rsk-bridge,201677508.01569
2024-06-04,beefy,271637594.40968
2024-06-04,balmy,911898.15184
2024-06-04,exactly,11704337.5958
2024-06-04,contango,523911.83404
2024-06-04,mountain-protocol,48841320.64605
2024-06-04,rsk-bridge,204713929.65293
2024-06-05,beefy,274141429.74827
2024-06-05,balmy,929193.66366
2024-06-05,exactly,11355405.20482
2024-06-05,contango,529101.92481
2024-06-05,mountain-protocol,48904401.54259
2024-06-05,rsk-bridge,209557244.03206
2024-06-06,beefy,277139199.90344
2024-06-06,balmy,920383.80688
2024-06-06,exactly,11040089.21195
2024-06-06,contango,532717.21435
2024-06-06,mountain-protocol,49051368.98151
2024-06-06,rsk-bridge,210914751.40157
2024-06-07,beefy,271376185.08042
2024-06-07,balmy,909953.15933
2024-06-07,exactly,10917454.51405
2024-06-07,contango,527452.20753
2024-06-07,mountain-protocol,49043035.13673
2024-06-07,rsk-bridge,209959699.45011
2024-06-08,beefy,263590901.14601
2024-06-08,balmy,854920.56296
2024-06-08,exactly,10686558.30021
2024-06-08,contango,514157.48361
2024-06-08,mountain-protocol,49064430.37915
2024-06-08,rsk-bridge,205726505.3975
2024-06-09,beefy,242532295.37582
2024-06-09,balmy,836897.47129
2024-06-09,exactly,10694885.70132
2024-06-09,contango,512807.20771
2024-06-09,mountain-protocol,49070961.07797
2024-06-09,rsk-bridge,205654004.82498
2024-06-10,beefy,242726803.08594
2024-06-10,balmy,841341.13234
2024-06-10,exactly,10779657.41262
2024-06-10,contango,518666.89853
2024-06-10,mountain-protocol,49077491.77679
2024-06-10,rsk-bridge,206703631.97333
2024-06-11,beefy,263069537.99662
2024-06-11,balmy,831439.63897
2024-06-11,exactly,10342309.72485
2024-06-11,contango,511914.22384
2024-06-11,mountain-protocol,49084022.47561
2024-06-11,rsk-bridge,206324634.4671
2024-06-12,beefy,253647324.5038
2024-06-12,balmy,799931.6541
2024-06-12,exactly,9968095.64827
2024-06-12,contango,491549.92793
2024-06-12,mountain-protocol,49078525.9889
2024-06-12,rsk-bridge,199932019.54714
2024-06-13,beefy,257713690.71399
2024-06-13,balmy,814054.07948
2024-06-13,exactly,10170938.2872
2024-06-13,contango,497864.59334
2024-06-13,mountain-protocol,49097083.87325
2024-06-13,rsk-bridge,202673407.29549
2024-06-14,beefy,252969663.90598
2024-06-14,balmy,794172.62888
2024-06-14,exactly,9985297.09948
2024-06-14,contango,486981.66276
2024-06-14,mountain-protocol,49103614.57207
2024-06-14,rsk-bridge,198543731.56159
2024-06-15,beefy,250110236.62865
2024-06-15,balmy,794917.3488
2024-06-15,exactly,10000189.79705
2024-06-15,contango,486563.58355
2024-06-15,mountain-protocol,49085246.42724
2024-06-15,rsk-bridge,195724633.92114
2024-06-16,beefy,255830573.59059
2024-06-16,balmy,834772.38586
2024-06-16,exactly,10154560.56204
2024-06-16,contango,496437.58126
2024-06-16,mountain-protocol,49116675.96971
2024-06-16,rsk-bridge,196157911.85564
2024-06-17,beefy,258879729.82095
2024-06-17,balmy,845705.7687
2024-06-17,exactly,10162002.17595
2024-06-17,contango,500396.44069
2024-06-17,mountain-protocol,46070463.84261
2024-06-17,rsk-bridge,197355411.73632
2024-06-18,beefy,247393391.41107
2024-06-18,balmy,796047.94961
2024-06-18,exactly,9766878.41346
2024-06-18,contango,477808.87008
2024-06-18,mountain-protocol,46128796.25825
2024-06-18,rsk-bridge,191915645.50337
